title,extract,content,link
Myiapharus refuga,Myiapharus refuga là một loài ruồi trong họ Tachinidae.,"Myiapharus refuga Phân loại khoa học Giới ( regnum ) Animalia Ngành ( phylum ) Arthropoda Lớp ( class ) Insecta Bộ ( ordo ) Diptera Họ ( familia ) Tachinidae Chi ( genus ) Myiapharus Loài ( species ) M. refuga Danh pháp hai phần Myiapharus refuga Myiapharus refuga là một loài ruồi trong họ Tachinidae . [ 1 ] [ 2 ] Chú thích [ sửa | sửa mã nguồn ] ^ Bisby, F.A.; Roskov, Y.R.; Orrell, T.M.; Nicolson, D.; Paglinawan, L.E.; Bailly, N.; Kirk, P.M.; Bourgoin, T.; Baillargeon, G.; Ouvrard, D. (2011). ""Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist"" . Species 2000: Reading, UK . Truy cập ngày 20 tháng 6 năm 2014 . ^ James E. O’Hara WORLD GENERA OF THE TACHINIDAE (DIPTERA) AND THEIR REGIONAL OCCURRENCE; Version 7; 10 december 2012 Liên kết ngoài [ sửa | sửa mã nguồn ] Dữ liệu liên quan tới Myiapharus refuga tại Wikispecies Tư liệu liên quan tới Myiapharus refuga tại Wikimedia Commons Bài viết liên quan đến họ ruồi Tachinidae này vẫn còn sơ khai . Bạn có thể giúp Wikipedia mở rộng nội dung để bài được hoàn chỉnh hơn. x t s Lấy từ “ https://vi.wikipedia.org/w/index.php?title=Myiapharus_refuga&oldid=70859310 ”",https://vi.wikipedia.org/wiki/Myiapharus_refuga
Pushkino,"Pushkino (tiếng Nga: Пу́шкино) là một thành phố thuộc huyện Pushkinsky, tỉnh Moskva, Nga. Dân số vào năm 2018 là 105.479.","Pushkino District Пушкинский район (tiếng Nga) Phù hiệu Hiệu kỳ Bậc hành chính (thời điểm tháng 12 năm 2010) Quốc gia Nga Chủ thể liên bang Tỉnh Moskva [ 1 ] Trung tâm hành chính selo Pushkino [ 1 ] Loại đô thị (đến tháng 12 năm 2010) Hợp nhất về mặt đô thị thành Huyện tự quản Pushkino [ 2 ] - dân đô thị 0 [ 2 ] Số liệu thống kê Diện tích 9 km 2 (3,5 dặm vuông Anh) [ cần dẫn nguồn ] Dân số ( Thống kê 2002 ) 70.200 người [ 3 ] Múi giờ MSK ( UTC+03:00 ) [ 4 ] Pushkino ( tiếng Nga : Пу́шкино ) là một thành phố thuộc huyện Pushkinsky , tỉnh Moskva , Nga . Dân số vào năm 2018 là 105.479. [ 5 ] Tham khảo [ sửa | sửa mã nguồn ] ^ a b Law #67/2006-OZ ^ a b Law #43/2004-OZ ^ Cục Thống kê Quốc gia Liên bang Nga (ngày 21 tháng 5 năm 2004). ""Численность населения России, субъектов Российской Федерации в составе федеральных округов, районов, городских поселений, сельских населённых пунктов – районных центров и сельских населённых пунктов с населением 3 тысячи и более человек"" [Dân số Nga, các chủ thể Liên bang Nga trong thành phần các vùng liên bang, các huyện, các điểm dân cư đô thị, các điểm dân cư nông thôn—các trung tâm huyện và các điểm dân cư nông thôn với dân số từ 3 nghìn người trở lên] (XLS) . Всероссийская перепись населения 2002 года [Điều tra dân số toàn Nga năm 2002] (bằng tiếng Nga). ^ Правительство Российской Федерации. Федеральный закон №107-ФЗ от 3 июня 2011 г. « Об исчислении времени », в ред. Федерального закона №271-ФЗ от 03 июля 2016 г. «О внесении изменений в Федеральный закон ""Об исчислении времени""». Вступил в силу по истечении шестидесяти дней после дня официального опубликования (6 августа 2011 г.). Опубликован: ""Российская газета"", №120, 6 июня 2011 г. ( Chính phủ Liên bang Nga . Luật liên bang #107-FZ ngày 2011-06-31 Về việc tính toán thời gian , sửa đổi bởi Luật Liên bang #271-FZ 2016-07-03 Về việc sửa đổi luật liên bang ""Về việc tính toán thời gian"" . Có hiệu lực từ 6 ngày sau ngày công bố chính thức.). ^ ""Raions of the Russian Federation"" . Statoid",https://vi.wikipedia.org/wiki/Pushkino
Myrmecaelurus varians,Myrmecaelurus varians là một loài côn trùng trong họ Myrmeleontidae thuộc bộ Neuroptera. Loài này được Navás miêu tả năm 1913.,"Myrmecaelurus varians Phân loại khoa học Giới ( regnum ) Animalia Ngành ( phylum ) Arthropoda Lớp ( class ) Insecta Bộ ( ordo ) Neuroptera Họ ( familia ) Myrmeleontidae Phân họ ( subfamilia ) Myrmeleontinae Tông ( tribus ) Myrmecaelurini Chi ( genus ) Myrmecaelurus Loài ( species ) M. varians Danh pháp hai phần Myrmecaelurus varians Navás , 1913 Myrmecaelurus varians là một loài côn trùng trong họ Myrmeleontidae thuộc bộ Neuroptera . Loài này được Navás miêu tả năm 1913. [ 1 ] Chú thích [ sửa | sửa mã nguồn ] ^ Oswald, J. D. (2007). Neuropterida Species of the World. Version 2.0. Tham khảo [ sửa | sửa mã nguồn ] Dữ liệu liên quan tới Myrmecaelurus varians tại Wikispecies Bài viết họ côn trùng cánh gân Kiến sư tử này vẫn còn sơ khai . Bạn có thể giúp Wikipedia mở rộng nội dung để bài được hoàn chỉnh hơn. x t s Lấy từ “ https://vi.wikipedia.org/w/index.php?title=Myrmecaelurus_varians&oldid=66078966 ”",https://vi.wikipedia.org/wiki/Myrmecaelurus_varians
"G.Kodihalli, Mulbagal","G.Kodihalli là một làng thuộc tehsil Mulbagal, huyện Kolar, bang Karnataka, Ấn Độ.","G.Kodihalli — Làng — Quốc gia Ấn Độ Bang Karnataka Huyện Kolar Thành phố/thị trấn Mulbagal G.Kodihalli là một làng thuộc tehsil Mulbagal , huyện Kolar , bang Karnataka , Ấn Độ . [ 1 ] [ 2 ] Tham khảo [ sửa | sửa mã nguồn ] ^ ""Danh sách làng thuộc bang Karnataka"" . Bộ Nhà ở Ấn Độ . Truy cập ngày 27 tháng 10 năm 2012 . ^ ""Làng G.Kodihalli"" . Onefivenine.com . Truy cập ngày 27 tháng 10 năm 2012 . x t s Danh sách các làng thuộc huyện Kolar Bangarapet Abbigirihosahalli Adampalli Ajjapalli Akshantaragollahalli Alaganahalli Alambadi Allikallu Allikunte-Kadirenahalli Ankathattahalli Annasagara Appenahalli Arimanahalli Atthigere Badamakanhalli Balamande Baliganahalli Ballagere Baluvanahalli Banagere Banahalli Bandarlahalli Bangaranatha Batavarahalli Bathlahalli Bathlur Battarakuppa Beerandahalli Beernakuppa Bendiganahalli Benganur Bennavara Bethamangala Betkur Bhavarahalli Bhuvanahalli Billerahalli Bodagurki Bodapatti Bodenahalli Boggilahalli Bommaganahalli Bommandahalli Bompalli Boppanhalli Boyinahalli Boyisonnenahalli Buchepalli Budikote Buragamakanahalli Buvanahalli Byadabele Byatarayanahalli Byatarayanahalli Bynepalli Byraganahalli Byranayakanahalli Chakkaranahalli Chalganahalli Chaliganhalli Chamanahalli Chembenahalli Chickkakarapanahalli Chigarapura Chikka Ankandahalli Chikkakrimanahalli Chikkanallaguttahalli Chikkavalagamadi Chimalabandahalli Chinchandlahalli Chinnakamanahalli Chinnanagahalli Chinnapalli Chintagumnahalli Chokkarabande Dalavaihosahalli Dasaramale Debbanhalli Desihlli Deverahalli Dharmakrishnepalli Dimbaladebbanahalli Dinnekothur Dinnur Dodda Ankandhalli Doddachinnapalli Doddakallahalli Doddakambali Doddakari Doddakari Majara Kambampalli Doddamarihalli Doddapannandahalli Doddarahalli Doddavalagamadhi Dodderi Doddur Doddurkarpanhalli Donimadagu Gajiga Gandodihalli Garudadrihalli Garudakempanahalli Gattarayagadahalli Gennerahalli Ghattakamadenahalli Ghattamadamangala Giddegowdanahalli Godagumande Gollaguruanahalli Gollahalli Gopenahalli Goravanahalli Gorl","https://vi.wikipedia.org/wiki/G.Kodihalli,_Mulbagal"
Chloephaga picta,"Chloephaga picta là một loài chim trong họ Vịt. Đây là loài bản địa ở phần phía nam của Nam Mỹ. Thân dài 60–72,5 cm (23,6–28,5 in) và cân nặng 2,7–3,2 kg (6,0–7,1 lb). Chim trống có đầu và ngực trắng còn chim mái có màu nâu với đôi cánh sọc đen và chân màu vàng.","Chloephaga picta Tình trạng bảo tồn Ít quan tâm ( IUCN 3.1 ) Phân loại khoa học Giới ( regnum ) Animalia Ngành ( phylum ) Chordata Lớp ( class ) Aves Bộ ( ordo ) Anseriformes Họ ( familia ) Anatidae Chi ( genus ) Chloephaga Danh pháp hai phần Chloephaga picta Trứng Chloephaga picta Chloephaga picta là một loài chim trong họ Vịt . [ 1 ] Đây là loài bản địa ở phần phía nam của Nam Mỹ. Thân dài 60–72,5 cm (23,6–28,5 in) và cân nặng 2,7–3,2 kg (6,0–7,1 lb). Chim trống có đầu và ngực trắng còn chim mái có màu nâu với đôi cánh sọc đen và chân màu vàng. Chú thích [ sửa | sửa mã nguồn ] ^ Clements, J. F.; Schulenberg, T. S.; Iliff, M. J.; Wood, C. L.; Roberson, D.; Sullivan, B.L. (2012). ""The eBird/Clements checklist of birds of the world: Version 6.7"" . Truy cập ngày 19 tháng 12 năm 2012 . Tham khảo [ sửa | sửa mã nguồn ] Bài viết liên quan đến chim này vẫn còn sơ khai . Bạn có thể giúp Wikipedia mở rộng nội dung để bài được hoàn chỉnh hơn. x t s Lấy từ “ https://vi.wikipedia.org/w/index.php?title=Chloephaga_picta&oldid=71704159 ”",https://vi.wikipedia.org/wiki/Chloephaga_picta
Orciano di Pesaro,"Orciano di Pesaro là một đô thị ở tỉnh Pesaro và Urbino trong vùng Marche, nằm cách 45 km về phía tây của Ancona và khoảng 25 km về phía nam của Pesaro. Tại thời điểm ngày 31 tháng 12 năm 2004, đô thị này có dân số 2.257 và diện tích là 23,8 km². Orciano di Pesaro giáp các đô thị sau: Barchi, Mondavio, Monte Porzio, Montemaggiore al Metauro, San Giorgio di Pesaro, Sant'Ippolito, Serrungarina.","Orciano di Pesaro Nước Ý Vùng Marche Tỉnh tỉnh Pesaro và Urbino (PU) Thị trưởng Độ cao m Diện tích 23,8 km² Dân số - Tổng số (Tháng 12 năm 2004) 2257 - Mật độ 95/km² Múi giờ CET , UTC +1 Tọa độ 43°41′B 12°58′Đ ﻿ / ﻿ 43,683°B 12,967°Đ ﻿ / 43.683; 12.967 Danh xưng orcianesi Mã điện thoại 0721 Mã bưu điện 61038 Vị trí của Orciano di Pesaro tại Ý Orciano di Pesaro là một đô thị ở tỉnh Pesaro và Urbino trong vùng Marche , nằm cách 45 km về phía tây của Ancona và khoảng 25 km về phía nam của Pesaro . Tại thời điểm ngày 31 tháng 12 năm 2004 , đô thị này có dân số 2.257 và diện tích là 23,8 km². [ 1 ] Orciano di Pesaro giáp các đô thị sau: Barchi , Mondavio , Monte Porzio , Montemaggiore al Metauro , San Giorgio di Pesaro , Sant'Ippolito , Serrungarina . Lịch sử biến động dân số [ sửa | sửa mã nguồn ] Tham khảo [ sửa | sửa mã nguồn ] ^ Tất cả số liệu thống kê theo Viện thống kê quốc gia Italia ISTAT . Marche · Các đô thị tại tỉnh Pesaro và Urbino Acqualagna · Apecchio · Auditore · Barchi · Belforte all'Isauro · Borgo Pace · Cagli · Cantiano · Carpegna · Cartoceto · Casteldelci · Colbordolo · Fano · Fermignano · Fossombrone · Fratte Rosa · Frontino · Frontone · Gabicce Mare · Gradara · Isola del Piano · Lunano · Macerata Feltria · Maiolo · Mercatello sul Metauro · Mercatino Conca · Mombaroccio · Mondavio · Mondolfo · Monte Cerignone · Monte Grimano Terme · Monte Porzio · Montecalvo in Foglia · Monteciccardo · Montecopiolo · Montefelcino · Montelabbate · Montemaggiore al Metauro · Novafeltria · Orciano di Pesaro · Peglio · Pennabilli · Pergola · Pesaro · Petriano · Piagge · Piandimeleto · Pietrarubbia · Piobbico · Saltara · San Costanzo · San Giorgio di Pesaro · San Leo · San Lorenzo in Campo · Sant'Agata Feltria · Sant'Angelo in Lizzola · Sant'Angelo in Vado · Sant'Ippolito · Sassocorvaro · Sassofeltrio · Serra Sant'Abbondio · Serrungarina · Talamello · Tavoleto · Tavullia · Urbania · Urbino Bài viết liên quan đến Ý này vẫn còn sơ khai . Bạn có thể giúp Wikipedia mở rộng nội",https://vi.wikipedia.org/wiki/Orciano_di_Pesaro
Eremisca trivialis,Eremisca trivialis là một loài ruồi trong họ Asilidae. Eremisca trivialis được Lehr miêu tả năm 1987. Loài này phân bố ở vùng Cổ Bắc giới.,"Eremisca trivialis Phân loại khoa học Giới ( regnum ) Animalia Ngành ( phylum ) Arthropoda Lớp ( class ) Insecta Bộ ( ordo ) Diptera Phân bộ ( subordo ) Brachycera Phân thứ bộ ( infraordo ) Asilomorpha Liên họ ( superfamilia ) Asiloidea Họ ( familia ) Asilidae Chi ( genus ) Eremisca Loài ( species ) E. trivialis Danh pháp hai phần Eremisca trivialis Lehr , 1987 Eremisca trivialis là một loài ruồi trong họ Asilidae . Eremisca trivialis được Lehr miêu tả năm 1987. Loài này phân bố ở vùng Cổ Bắc giới . [ 1 ] Chú thích [ sửa | sửa mã nguồn ] ^ ""Species of Asilidae"" . Truy cập ngày 16 tháng 7 năm 2012 . Tham khảo [ sửa | sửa mã nguồn ] Dữ liệu liên quan tới Eremisca trivialis tại Wikispecies Bài viết phân họ ruồi Asilinae này vẫn còn sơ khai . Bạn có thể giúp Wikipedia mở rộng nội dung để bài được hoàn chỉnh hơn. x t s Lấy từ “ https://vi.wikipedia.org/w/index.php?title=Eremisca_trivialis&oldid=66070676 ”",https://vi.wikipedia.org/wiki/Eremisca_trivialis
Euthera peringueyi,Euthera peringueyi là một loài ruồi trong họ Tachinidae.,"Euthera peringueyi Phân loại khoa học Giới ( regnum ) Animalia Ngành ( phylum ) Arthropoda Lớp ( class ) Insecta Bộ ( ordo ) Diptera Họ ( familia ) Tachinidae Chi ( genus ) Euthera Loài ( species ) E. peringueyi Danh pháp hai phần Euthera peringueyi Euthera peringueyi là một loài ruồi trong họ Tachinidae . [ 1 ] [ 2 ] Chú thích [ sửa | sửa mã nguồn ] ^ Bisby, F.A.; Roskov, Y.R.; Orrell, T.M.; Nicolson, D.; Paglinawan, L.E.; Bailly, N.; Kirk, P.M.; Bourgoin, T.; Baillargeon, G.; Ouvrard, D. (2011). ""Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist"" . Species 2000: Reading, UK . Truy cập ngày 20 tháng 6 năm 2014 . ^ James E. O’Hara WORLD GENERA OF THE TACHINIDAE (DIPTERA) AND THEIR REGIONAL OCCURRENCE; Version 7; 10 december 2012 Liên kết ngoài [ sửa | sửa mã nguồn ] Dữ liệu liên quan tới Euthera peringueyi tại Wikispecies Tư liệu liên quan tới Euthera peringueyi tại Wikimedia Commons Bài viết liên quan đến phân họ ruồi Dexiinae này vẫn còn sơ khai . Bạn có thể giúp Wikipedia mở rộng nội dung để bài được hoàn chỉnh hơn. x t s Lấy từ “ https://vi.wikipedia.org/w/index.php?title=Euthera_peringueyi&oldid=70443230 ”",https://vi.wikipedia.org/wiki/Euthera_peringueyi
Heteroscyphus marginatus,Heteroscyphus marginatus là một loài rêu tản trong họ Geocalycaceae. Loài này được (Stephani) Fulford miêu tả khoa học lần đầu tiên năm 1976.,"Heteroscyphus marginatus Phân loại khoa học Giới ( regnum ) Plantae Ngành ( divisio ) Marchantiophyta Lớp ( class ) Jungermanniopsida Bộ ( ordo ) Jungermanniales Họ ( familia ) Geocalycaceae Chi ( genus ) Heteroscyphus Loài ( species ) H. marginatus Danh pháp hai phần Heteroscyphus marginatus (Stephani) Fulford, 1976 Heteroscyphus marginatus là một loài rêu tản trong họ Geocalycaceae . Loài này được (Stephani) Fulford miêu tả khoa học lần đầu tiên năm 1976. [ 1 ] Chú thích [ sửa | sửa mã nguồn ] ^ The Plant List (2010). "" Heteroscyphus marginatus "" . Truy cập ngày 27 tháng 9 năm 2013 . Liên kết ngoài [ sửa | sửa mã nguồn ] Tư liệu liên quan tới Heteroscyphus marginatus tại Wikimedia Commons Dữ liệu liên quan tới Heteroscyphus marginatus tại Wikispecies Bài viết liên quan đến bộ Rêu vảy này vẫn còn sơ khai . Bạn có thể giúp Wikipedia mở rộng nội dung để bài được hoàn chỉnh hơn. x t s Lấy từ “ https://vi.wikipedia.org/w/index.php?title=Heteroscyphus_marginatus&oldid=70443231 ”",https://vi.wikipedia.org/wiki/Heteroscyphus_marginatus
Eragrostis magna,Eragrostis magna là một loài thực vật có hoa trong họ Hòa thảo. Loài này được Hitchc. mô tả khoa học đầu tiên năm 1927.,"Eragrostis magna Phân loại khoa học Giới ( regnum ) Plantae (không phân hạng) Angiospermae (không phân hạng) Monocots Bộ ( ordo ) Poales Họ ( familia ) Poaceae Chi ( genus ) Eragrostis Loài ( species ) E. magna Danh pháp hai phần Eragrostis magna Hitchc. Eragrostis magna là một loài thực vật có hoa trong họ Hòa thảo . Loài này được Hitchc. mô tả khoa học đầu tiên năm 1927. [ 1 ] Chú thích [ sửa | sửa mã nguồn ] ^ The Plant List (2010). "" Eragrostis magna "" . Truy cập ngày 6 tháng 6 năm 2013 . Liên kết ngoài [ sửa | sửa mã nguồn ] Tư liệu liên quan tới Eragrostis magna tại Wikimedia Commons Dữ liệu liên quan tới Eragrostis magna tại Wikispecies Bài viết chủ đề tông thực vật Eragrostideae này vẫn còn sơ khai . Bạn có thể giúp Wikipedia mở rộng nội dung để bài được hoàn chỉnh hơn. x t s Lấy từ “ https://vi.wikipedia.org/w/index.php?title=Eragrostis_magna&oldid=71691241 ”",https://vi.wikipedia.org/wiki/Eragrostis_magna
Pyrausta trisalis,Pyrausta trisalis là một loài bướm đêm trong họ Crambidae.,"Pyrausta trisalis Phân loại khoa học Giới ( regnum ) Animalia Ngành ( phylum ) Arthropoda Lớp ( class ) Insecta Bộ ( ordo ) Lepidoptera Họ ( familia ) Crambidae Chi ( genus ) Pyrausta Loài ( species ) P. trisalis Danh pháp hai phần Pyrausta trisalis Pyrausta trisalis là một loài bướm đêm trong họ Crambidae . [ 1 ] [ 2 ] Chú thích [ sửa | sửa mã nguồn ] ^ Bisby, F.A.; Roskov, Y.R.; Orrell, T.M.; Nicolson, D.; Paglinawan, L.E.; Bailly, N.; Kirk, P.M.; Bourgoin, T.; Baillargeon, G.; Ouvrard, D. (2011). ""Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist"" . Species 2000: Reading, UK . Truy cập ngày 19 tháng 6 năm 2014 . ^ Beccaloni, G. W., Scoble, M. J., Robinson, G. S. & Pitkin, B. (Editors). (2003) The Global Lepidoptera Names Index (LepIndex). (Geraadpleegd maart 2013). Liên kết ngoài [ sửa | sửa mã nguồn ] Dữ liệu liên quan tới Pyrausta trisalis tại Wikispecies Tư liệu liên quan tới Pyrausta trisalis tại Wikimedia Commons Bài viết tông bướm Pyraustini này vẫn còn sơ khai . Bạn có thể giúp Wikipedia mở rộng nội dung để bài được hoàn chỉnh hơn. x t s Lấy từ “ https://vi.wikipedia.org/w/index.php?title=Pyrausta_trisalis&oldid=71691242 ”",https://vi.wikipedia.org/wiki/Pyrausta_trisalis
